,Port Number,Description
1029,563,nntp protocol over TLS/SSL (was snntp)
1030,564,plan 9 file service
1031,564,plan 9 file service
1032,565,whoami
1033,565,whoami
1034,566,streettalk
1035,566,streettalk
1036,567,banyan-rpc
1037,567,banyan-rpc
1038,568,microsoft shuttle
1039,568,microsoft shuttle
1040,569,microsoft rome
1041,569,microsoft rome
1042,570,demon
1043,570,demon
1044,571,udemon
1045,571,udemon
1046,572,sonar
1047,572,sonar
1048,573,banyan-vip
1049,573,banyan-vip
1050,574,FTP Software Agent System
1051,574,FTP Software Agent System
1052,575,VEMMI
1053,575,VEMMI
1054,576,ipcd
1055,576,ipcd
1056,577,vnas
1057,577,vnas
1058,578,ipdd
1059,578,ipdd
1060,579,decbsrv
1061,579,decbsrv
1062,580,SNTP HEARTBEAT
1063,580,SNTP HEARTBEAT
1064,581,Bundle Discovery Protocol
1065,581,Bundle Discovery Protocol
1066,582,SCC Security
1067,582,SCC Security
1068,583,Philips Video-Conferencing
1069,583,Philips Video-Conferencing
1070,584,Key Server
1071,584,Key Server
1072,585,De-registered
1073,586,Password Change
1074,586,Password Change
1075,587,Message Submission
1076,587,Message Submission
1077,588,CAL
1078,588,CAL
1079,589,EyeLink
1080,589,EyeLink
1081,590,TNS CML
1082,590,TNS CML
1083,591,"FileMaker, Inc. - HTTP Alternate (see Port 80)"
1084,591,"FileMaker, Inc. - HTTP Alternate (see Port 80)"
1085,592,Eudora Set
1086,592,Eudora Set
1087,593,HTTP RPC Ep Map
1088,593,HTTP RPC Ep Map
1089,594,TPIP
1090,594,TPIP
1091,595,CAB Protocol
1092,595,CAB Protocol
1093,596,SMSD
1094,596,SMSD
1095,597,PTC Name Service
1096,597,PTC Name Service
1097,598,SCO Web Server Manager 3
1098,598,SCO Web Server Manager 3
1099,599,Aeolon Core Protocol
1100,599,Aeolon Core Protocol
1101,600,Sun IPC server
1102,600,Sun IPC server
1103,601,Reliable Syslog Service
1104,601,Reliable Syslog Service
1105,602,XML-RPC over BEEP
1106,602,XML-RPC over BEEP
1107,603,IDXP
1108,603,IDXP
1109,604,TUNNEL
1110,604,TUNNEL
1111,605,SOAP over BEEP
1112,605,SOAP over BEEP
1113,606,Cray Unified Resource Manager
1114,606,Cray Unified Resource Manager
1115,607,nqs
1116,607,nqs
1117,608,Sender-Initiated/Unsolicited File Transfer
1118,608,Sender-Initiated/Unsolicited File Transfer
1119,609,npmp-trap
1120,609,npmp-trap
1121,610,npmp-local
1122,610,npmp-local
1123,611,npmp-gui
1124,611,npmp-gui
1125,612,HMMP Indication
1126,612,HMMP Indication
1127,613,HMMP Operation
1128,613,HMMP Operation
1129,614,SSLshell
1130,614,SSLshell
1131,615,Internet Configuration Manager
1132,615,Internet Configuration Manager
1133,616,SCO System Administration Server
1134,616,SCO System Administration Server
1135,617,SCO Desktop Administration Server
1136,617,SCO Desktop Administration Server
1137,618,DEI-ICDA
1138,618,DEI-ICDA
1139,619,Compaq EVM
1140,619,Compaq EVM
1141,620,SCO WebServer Manager
1142,620,SCO WebServer Manager
1143,621,ESCP
1144,621,ESCP
1145,622,Collaborator
1146,622,Collaborator
1147,623,DMTF out-of-band web services management protocol
1148,623,ASF Remote Management and Control Protocol
1149,624,Crypto Admin
1150,624,Crypto Admin
1151,625,"DEC DLM
IANA assigned this well-formed service name as a replacement for ""dec_dlm""."
1152,625,DEC DLM
1153,625,"DEC DLM
IANA assigned this well-formed service name as a replacement for ""dec_dlm""."
1154,625,DEC DLM
1155,626,ASIA
1156,626,ASIA
1157,627,PassGo Tivoli
1158,627,PassGo Tivoli
1159,628,QMQP
1160,628,QMQP
1161,629,3Com AMP3
1162,629,3Com AMP3
1163,630,RDA
1164,630,RDA
1165,631,IPP (Internet Printing Protocol)
1166,631,IPP (Internet Printing Protocol)
1167,632,bmpp
1168,632,bmpp
1169,633,Service Status update (Sterling Software)
1170,633,Service Status update (Sterling Software)
1171,634,ginad
1172,634,ginad
1173,635,RLZ DBase
1174,635,RLZ DBase
1175,636,ldap protocol over TLS/SSL (was sldap)
1176,636,ldap protocol over TLS/SSL (was sldap)
1177,637,lanserver
1178,637,lanserver
1179,638,mcns-sec
1180,638,mcns-sec
1181,639,MSDP
1182,639,MSDP
1183,640,entrust-sps
1184,640,entrust-sps
1185,641,repcmd
1186,641,repcmd
1187,642,ESRO-EMSDP V1.3
1188,642,ESRO-EMSDP V1.3
1189,643,SANity
1190,643,SANity
1191,644,dwr
1192,644,dwr
1193,645,PSSC
1194,645,PSSC
1195,646,LDP
1196,646,LDP
1197,647,DHCP Failover
1198,647,DHCP Failover
1199,648,Registry Registrar Protocol (RRP)
1200,648,Registry Registrar Protocol (RRP)
1201,649,Cadview-3d - streaming 3d models over the internet
1202,649,Cadview-3d - streaming 3d models over the internet
1203,650,OBEX
1204,650,OBEX
1205,651,IEEE MMS
1206,651,IEEE MMS
1207,652,HELLO_PORT
1208,652,HELLO_PORT
1209,653,RepCmd
1210,653,RepCmd
1211,654,AODV
1212,654,AODV
1213,655,TINC
1214,655,TINC
1215,656,SPMP
1216,656,SPMP
1217,657,RMC
1218,657,RMC
1219,658,TenFold
1220,658,TenFold
1221,659,Removed
1222,660,MacOS Server Admin
1223,660,MacOS Server Admin
1224,661,HAP
1225,661,HAP
1226,662,PFTP
1227,662,PFTP
1228,663,PureNoise
1229,663,PureNoise
1230,664,DMTF out-of-band secure web services management protocol
1231,664,ASF Secure Remote Management and Control Protocol
1232,665,Sun DR
1233,665,Sun DR
1234,666,
1235,666,
1236,666,doom Id Software
1237,666,doom Id Software
1238,667,campaign contribution disclosures - SDR Technologies
1239,667,campaign contribution disclosures - SDR Technologies
1240,668,MeComm
1241,668,MeComm
1242,669,MeRegister
1243,669,MeRegister
1244,670,VACDSM-SWS
1245,670,VACDSM-SWS
1246,671,VACDSM-APP
1247,671,VACDSM-APP
1248,672,VPPS-QUA
1249,672,VPPS-QUA
1250,673,CIMPLEX
1251,673,CIMPLEX
1252,674,ACAP
1253,674,ACAP
1254,675,DCTP
1255,675,DCTP
1256,676,VPPS Via
1257,676,VPPS Via
1258,677,Virtual Presence Protocol
1259,677,Virtual Presence Protocol
1260,678,GNU Generation Foundation NCP
1261,678,GNU Generation Foundation NCP
1262,679,MRM
1263,679,MRM
1264,680,entrust-aaas
1265,680,entrust-aaas
1266,681,entrust-aams
1267,681,entrust-aams
1268,682,XFR
1269,682,XFR
1270,683,CORBA IIOP
1271,683,CORBA IIOP
1272,684,CORBA IIOP SSL
1273,684,CORBA IIOP SSL
1274,685,MDC Port Mapper
1275,685,MDC Port Mapper
1276,686,Hardware Control Protocol Wismar
1277,686,Hardware Control Protocol Wismar
1278,687,asipregistry
1279,687,asipregistry
1280,688,ApplianceWare managment protocol
1281,688,ApplianceWare managment protocol
1282,689,NMAP
1283,689,NMAP
1284,690,Velneo Application Transfer Protocol
1285,690,Velneo Application Transfer Protocol
1286,691,MS Exchange Routing
1287,691,MS Exchange Routing
1288,692,Hyperwave-ISP
1289,692,Hyperwave-ISP
1290,693,almanid Connection Endpoint
1291,693,almanid Connection Endpoint
1292,694,ha-cluster
1293,694,ha-cluster
1294,695,IEEE-MMS-SSL
1295,695,IEEE-MMS-SSL
1296,696,RUSHD
1297,696,RUSHD
1298,697,UUIDGEN
1299,697,UUIDGEN
1300,698,OLSR
1301,698,OLSR
1302,699,Access Network
1303,699,Access Network
1304,700,Extensible Provisioning Protocol
1305,700,Extensible Provisioning Protocol
1306,701,Link Management Protocol (LMP)
1307,701,Link Management Protocol (LMP)
1308,702,IRIS over BEEP
1309,702,IRIS over BEEP
1310,703,Unassigned
1311,704,errlog copy/server daemon
1312,704,errlog copy/server daemon
1313,705,AgentX
1314,705,AgentX
1315,706,SILC
1316,706,SILC
1317,707,Borland DSJ
1318,707,Borland DSJ
1319,708,Unassigned
1320,709,Entrust Key Management Service Handler
1321,709,Entrust Key Management Service Handler
1322,710,Entrust Administration Service Handler
1323,710,Entrust Administration Service Handler
1324,711,Cisco TDP
1325,711,Cisco TDP
1326,712,TBRPF
1327,712,TBRPF
1328,713,IRIS over XPC
1329,713,IRIS over XPC
1330,714,IRIS over XPCS
1331,714,IRIS over XPCS
1332,715,IRIS-LWZ
1333,715,IRIS-LWZ
1334,716,PANA Messages
1335,717-728,Unassigned
1336,729,IBM NetView DM/6000 Server/Client
1337,729,IBM NetView DM/6000 Server/Client
1338,730,IBM NetView DM/6000 send/tcp
1339,730,IBM NetView DM/6000 send/tcp
1340,731,IBM NetView DM/6000 receive/tcp
1341,731,IBM NetView DM/6000 receive/tcp
1342,732-740,Unassigned
1343,741,netGW
1344,741,netGW
1345,742,Network based Rev. Cont. Sys.
1346,742,Network based Rev. Cont. Sys.
1347,743,Unassigned
1348,744,Flexible License Manager
1349,744,Flexible License Manager
1350,745-746,Unassigned
1351,747,Fujitsu Device Control
1352,747,Fujitsu Device Control
1353,748,Russell Info Sci Calendar Manager
1354,748,Russell Info Sci Calendar Manager
1355,749,kerberos administration
1356,749,kerberos administration
1357,750,
1358,750,
1359,750,kerberos version iv
1360,751,
1361,751,
1362,752,
1363,752,
1364,753,
1365,753,
1366,754,send
1367,754,send
1368,755-757,Unassigned
1369,758,
1370,758,
1371,759,
1372,759,
1373,760,
1374,760,
1375,761,
1376,761,
1377,762,
1378,762,
1379,763,
1380,763,
1381,764,
1382,764,
1383,765,
1384,765,
1385,766,Unassigned
1386,767,phone
1387,767,phone
1388,768,Unassigned
1389,769,
1390,769,
1391,770,
1392,770,
1393,771,
1394,771,
1395,772,
1396,772,
1397,773,
1398,773,
1399,774,
1400,774,"IANA assigned this well-formed service name as a replacement for ""acmaint_dbd""."
1401,774,
1402,775,
1403,775,"IANA assigned this well-formed service name as a replacement for ""acmaint_transd""."
1404,775,
1405,776,
1406,776,
1407,777,Multiling HTTP
1408,777,Multiling HTTP
1409,778-779,Unassigned
1410,780,
1411,780,
1412,781-785,Unassigned
1413,786,Unassigned
1414,787,Unassigned
1415,788-799,Unassigned
1416,800,"IANA assigned this well-formed service name as a replacement for ""mdbs_daemon""."
1417,800,
1418,800,"IANA assigned this well-formed service name as a replacement for ""mdbs_daemon""."
1419,800,
1420,801,
1421,801,
1422,802,Modbus Application Protocol Secure
1423,802,Modbus Application Protocol Secure
1424,803-809,Unassigned
1425,810,FCP
1426,810,FCP Datagram
1427,811-827,Unassigned
1428,828,itm-mcell-s
1429,828,itm-mcell-s
1430,829,PKIX-3 CA/RA
1431,829,PKIX-3 CA/RA
1432,830,NETCONF over SSH
1433,830,NETCONF over SSH
1434,831,NETCONF over BEEP
1435,831,NETCONF over BEEP
1436,832,NETCONF for SOAP over HTTPS
1437,832,NETCONF for SOAP over HTTPS
1438,833,NETCONF for SOAP over BEEP
1439,833,NETCONF for SOAP over BEEP
1440,834-846,Unassigned
1441,847,dhcp-failover 2
1442,847,dhcp-failover 2
1443,848,GDOI
1444,848,GDOI
1445,849-852,Unassigned
1446,853,DNS query-response protocol run over TLS/DTLS
1447,853,DNS query-response protocol run over TLS/DTLS
1448,854-859,Unassigned
1449,860,iSCSI
1450,860,iSCSI
1451,861,OWAMP-Control
1452,861,OWAMP-Control
1453,862,Two-way Active Measurement Protocol (TWAMP) Control
1454,862,Two-way Active Measurement Protocol (TWAMP) Control
1455,863-872,Unassigned
1456,873,rsync
1457,873,rsync
1458,874-885,Unassigned
1459,886,ICL coNETion locate server
1460,886,ICL coNETion locate server
1461,887,"ICL coNETion server info
IANA assigned this well-formed service name as a replacement for ""iclcnet_svinfo""."
1462,887,ICL coNETion server info
1463,887,"ICL coNETion server info
IANA assigned this well-formed service name as a replacement for ""iclcnet_svinfo""."
1464,887,ICL coNETion server info
1465,888,AccessBuilder
1466,888,AccessBuilder
1467,888,CD Database Protocol
1468,889-899,Unassigned
1469,900,OMG Initial Refs
1470,900,OMG Initial Refs
1471,901,SMPNAMERES
1472,901,SMPNAMERES
1473,902,self documenting Telnet Door
1474,902,self documenting Door: send 0x00 for info
1475,903,self documenting Telnet Panic Door
1476,903,self documenting Panic Door: send 0x00 for info
1477,904-909,Unassigned
1478,910,Kerberized Internet Negotiation of Keys (KINK)
1479,910,Kerberized Internet Negotiation of Keys (KINK)
1480,911,xact-backup
1481,911,xact-backup
1482,912,APEX relay-relay service
1483,912,APEX relay-relay service
1484,913,APEX endpoint-relay service
1485,913,APEX endpoint-relay service
1486,914-988,Unassigned
1487,989,"ftp protocol, data, over TLS/SSL"
1488,989,"ftp protocol, data, over TLS/SSL"
1489,990,"ftp protocol, control, over TLS/SSL"
1490,990,"ftp protocol, control, over TLS/SSL"
1491,991,Netnews Administration System
1492,991,Netnews Administration System
1493,992,telnet protocol over TLS/SSL
1494,992,telnet protocol over TLS/SSL
1495,993,imap4 protocol over TLS/SSL
1496,993,imap4 protocol over TLS/SSL
1497,994,Reserved
1498,994,Reserved
1499,995,pop3 protocol over TLS/SSL (was spop3)
1500,995,pop3 protocol over TLS/SSL (was spop3)
1501,996,vsinet
1502,996,vsinet
1503,997,
1504,997,
1505,998,
1506,998,
1507,999,
1508,999,Applix ac
1509,999,
1510,999,
1511,1000,
1512,1000,
1513,1001,HTTP Web Push
1514,1001,Reserved
1515,1002-1007,Unassigned
1516,1008,Possibly used by Sun Solaris????
1517,1009,Unassigned
1518,1010,surf
1519,1010,surf
1520,1011-1020,Reserved
1521,1021,RFC3692-style Experiment 1
1522,1021,RFC3692-style Experiment 1
1523,1021,RFC3692-style Experiment 1
1524,1021,RFC3692-style Experiment 1
1525,1022,RFC3692-style Experiment 2
1526,1022,RFC3692-style Experiment 2
1527,1022,RFC3692-style Experiment 2
1528,1022,RFC3692-style Experiment 2
1529,1023,Reserved
1530,1023,Reserved
1531,1024,Reserved
1532,1024,Reserved
1533,1025,network blackjack
1534,1025,network blackjack
1535,1026,Calendar Access Protocol
1536,1026,Calendar Access Protocol
1537,1027,IPv6 Behind NAT44 CPEs
1538,1027,Reserved
1539,1028,Deprecated
1540,1029,Solid Mux Server
1541,1029,Solid Mux Server
1542,1030,Reserved
1543,1031,Reserved
1544,1032,Reserved
1545,1033,local netinfo port
1546,1033,local netinfo port
1547,1034,ActiveSync Notifications
1548,1034,ActiveSync Notifications
1549,1035,MX-XR RPC
1550,1035,MX-XR RPC
1551,1036,Nebula Secure Segment Transfer Protocol
1552,1036,Nebula Secure Segment Transfer Protocol
1553,1037,AMS
1554,1037,AMS
1555,1038,Message Tracking Query Protocol
1556,1038,Message Tracking Query Protocol
1557,1039,Streamlined Blackhole
1558,1039,Streamlined Blackhole
1559,1040,Netarx Netcare
1560,1040,Netarx Netcare
1561,1041,AK2 Product
1562,1041,AK2 Product
1563,1042,Subnet Roaming
1564,1042,Subnet Roaming
1565,1043,BOINC Client Control
1566,1043,BOINC Client Control
1567,1044,Dev Consortium Utility
1568,1044,Dev Consortium Utility
1569,1045,Fingerprint Image Transfer Protocol
1570,1045,Fingerprint Image Transfer Protocol
1571,1046,WebFilter Remote Monitor
1572,1046,WebFilter Remote Monitor
1573,1047,Sun's NEO Object Request Broker
1574,1047,Sun's NEO Object Request Broker
1575,1048,Sun's NEO Object Request Broker
1576,1048,Sun's NEO Object Request Broker
1577,1049,Tobit David Postman VPMN
1578,1049,Tobit David Postman VPMN
1579,1050,CORBA Management Agent
1580,1050,CORBA Management Agent
1581,1051,Optima VNET
1582,1051,Optima VNET
1583,1052,Dynamic DNS Tools
1584,1052,Dynamic DNS Tools
1585,1053,Remote Assistant (RA)
1586,1053,Remote Assistant (RA)
1587,1054,BRVREAD
1588,1054,BRVREAD
1589,1055,ANSYS - License Manager
1590,1055,ANSYS - License Manager
1591,1056,VFO
1592,1056,VFO
1593,1057,STARTRON
1594,1057,STARTRON
1595,1058,nim
1596,1058,nim
1597,1059,nimreg
1598,1059,nimreg
1599,1060,POLESTAR
1600,1060,POLESTAR
1601,1061,KIOSK
1602,1061,KIOSK
1603,1062,Veracity
1604,1062,Veracity
1605,1063,KyoceraNetDev
1606,1063,KyoceraNetDev
1607,1064,JSTEL
1608,1064,JSTEL
1609,1065,SYSCOMLAN
1610,1065,SYSCOMLAN
1611,1066,FPO-FNS
1612,1066,FPO-FNS
1613,1067,"Installation Bootstrap Proto. Serv.
IANA assigned this well-formed service name as a replacement for ""instl_boots""."
1614,1067,Installation Bootstrap Proto. Serv.
1615,1067,"Installation Bootstrap Proto. Serv.
IANA assigned this well-formed service name as a replacement for ""instl_boots""."
1616,1067,Installation Bootstrap Proto. Serv.
1617,1068,"Installation Bootstrap Proto. Cli.
IANA assigned this well-formed service name as a replacement for ""instl_bootc""."
1618,1068,Installation Bootstrap Proto. Cli.
1619,1068,"Installation Bootstrap Proto. Cli.
IANA assigned this well-formed service name as a replacement for ""instl_bootc""."
1620,1068,Installation Bootstrap Proto. Cli.
1621,1069,COGNEX-INSIGHT
1622,1069,COGNEX-INSIGHT
1623,1070,GMRUpdateSERV
1624,1070,GMRUpdateSERV
1625,1071,BSQUARE-VOIP
1626,1071,BSQUARE-VOIP
1627,1072,CARDAX
1628,1072,CARDAX
1629,1073,Bridge Control
